id;geom
385;LINESTRING(-8.612136 41.148387,-8.612163 41.148198,-8.612199 41.148162,-8.612244 41.148108,-8.612730 41.148225,-8.613000 41.148567,-8.612964 41.149341,-8.613081 41.150007,-8.614422 41.149953,-8.614737 41.150268,-8.614638 41.151312,-8.614035 41.151618,-8.613774 41.152122,-8.613486 41.153265,-8.613396 41.153697,-8.613135 41.153796,-8.612010 41.154003,-8.611920 41.155452,-8.611704 41.156910,-8.610309 41.157234,-8.610147 41.157225,-8.610156 41.157234,-8.609607 41.157306,-8.608878 41.157999,-8.608113 41.159601,-8.607762 41.160339,-8.606493 41.163489,-8.606403 41.165694,-8.606457 41.167908,-8.605971 41.169654,-8.604918 41.170941,-8.604234 41.172291,-8.606484 41.172858,-8.608743 41.173866,-8.611911 41.174550,-8.615943 41.174208,-8.620767 41.173677,-8.625231 41.173218,-8.629623 41.172588,-8.633889 41.171697,-8.637273 41.170716,-8.639775 41.169087,-8.642169 41.168304,-8.643735 41.168547,-8.646030 41.170410,-8.648946 41.172813,-8.651880 41.175198,-8.654868 41.177592,-8.657892 41.180085,-8.660538 41.182236,-8.662950 41.184207,-8.665623 41.186430,-8.666910 41.188473,-8.667045 41.190597,-8.665947 41.192910,-8.664651 41.195709,-8.661384 41.198067,-8.658153 41.200389,-8.654940 41.201910,-8.651727 41.201901,-8.649783 41.201973,-8.650944 41.203944,-8.651619 41.206887,-8.651961 41.210217,-8.653527 41.213709,-8.655984 41.216823,-8.658963 41.219928,-8.661555 41.222655,-8.664003 41.225238,-8.666433 41.227443,-8.668080 41.229306,-8.667405 41.231457,-8.666577 41.233365,-8.667522 41.235372,-8.667936 41.237388,-8.668854 41.238684,-8.669970 41.239062,-8.670411 41.238207,-8.670294 41.237703,-8.670276 41.237496,-8.670123 41.237433)
386;LINESTRING(-8.579025 41.146308,-8.580186 41.147037,-8.578881 41.149017,-8.579511 41.151591,-8.582004 41.153697,-8.583084 41.156280,-8.582301 41.159043,-8.581077 41.162067,-8.582112 41.164956,-8.584578 41.166747,-8.587467 41.167431,-8.589978 41.168871,-8.592570 41.170473,-8.595288 41.171949,-8.598825 41.171463,-8.603109 41.171508,-8.607150 41.172813,-8.610696 41.174460,-8.614701 41.174433,-8.618778 41.173911,-8.621784 41.174010,-8.622405 41.176575,-8.622234 41.179869,-8.622468 41.182974,-8.623890 41.185278,-8.625429 41.187474,-8.627436 41.190516,-8.628417 41.194035,-8.627652 41.197311,-8.627292 41.200578,-8.627364 41.203980,-8.627238 41.207697,-8.627112 41.211558,-8.627004 41.215320,-8.626869 41.218803,-8.626428 41.221188,-8.627094 41.223267,-8.629686 41.224896,-8.632881 41.225409,-8.634645 41.226660,-8.635347 41.227920,-8.635455 41.230440,-8.637435 41.232465,-8.639190 41.234166,-8.638956 41.234841)
387;LINESTRING(-8.589240 41.169690,-8.590032 41.169267,-8.592030 41.168079,-8.594064 41.167026,-8.592858 41.166099,-8.592732 41.164866,-8.591868 41.164254,-8.591517 41.162868,-8.591499 41.161887,-8.592552 41.160024,-8.592858 41.159385,-8.593281 41.158674,-8.594253 41.156910,-8.594928 41.155686,-8.591679 41.155578,-8.589933 41.155128,-8.588637 41.153967,-8.587404 41.152833,-8.586612 41.151663,-8.586099 41.150691,-8.586387 41.149089,-8.585739 41.148774,-8.585649 41.148873)
388;LINESTRING(-8.608221 41.156874,-8.608203 41.156919,-8.608401 41.156856,-8.609022 41.156775,-8.608968 41.157675,-8.608284 41.159169,-8.608113 41.160114,-8.609517 41.160348,-8.609823 41.160393,-8.609994 41.158971,-8.610012 41.157423,-8.610003 41.156028,-8.609949 41.154255,-8.609895 41.152086,-8.610768 41.150736,-8.610804 41.150529,-8.611101 41.149818,-8.611092 41.149143,-8.611101 41.149107,-8.611155 41.148081,-8.611416 41.146686,-8.611182 41.145984,-8.610831 41.145561,-8.611731 41.144742,-8.612847 41.144427,-8.613711 41.143887,-8.614458 41.143338,-8.614719 41.142906,-8.615106 41.141907,-8.615250 41.140800,-8.614224 41.141088,-8.613000 41.141736,-8.609742 41.140584,-8.609175 41.139189,-8.609958 41.138640,-8.611200 41.138199,-8.612541 41.137839,-8.614170 41.137560,-8.615169 41.137497,-8.615610 41.137578,-8.616843 41.137614,-8.617086 41.137605,-8.617095 41.137596,-8.617131 41.137614,-8.617122 41.137596,-8.617122 41.137587,-8.617113 41.137605,-8.617077 41.137632)
389;LINESTRING(-8.613765 41.150052,-8.613774 41.150061,-8.613783 41.150079,-8.613792 41.150088,-8.613783 41.150097,-8.613783 41.150079,-8.613792 41.150097,-8.613783 41.150088,-8.614224 41.150007,-8.614206 41.150052,-8.614278 41.150043,-8.614332 41.150025,-8.614278 41.150007,-8.614269 41.150007,-8.614287 41.150025,-8.614287 41.150043,-8.614278 41.150034,-8.614269 41.150034,-8.614233 41.150007,-8.614251 41.150043,-8.614260 41.150106,-8.614260 41.150070,-8.614269 41.150025,-8.614278 41.150007,-8.614278 41.150043,-8.614269 41.150061,-8.614278 41.150034,-8.614278 41.150043,-8.614269 41.150043,-8.614269 41.150025,-8.614278 41.150016,-8.614287 41.150016,-8.614287 41.150007,-8.614287 41.150016,-8.614296 41.150025,-8.614296 41.150043,-8.614539 41.149989,-8.614755 41.150691,-8.614197 41.151681,-8.613720 41.152473,-8.613009 41.153778,-8.611965 41.154507,-8.611920 41.156316,-8.610210 41.157243,-8.609319 41.157351,-8.609292 41.157369,-8.609292 41.157351,-8.608878 41.157963,-8.607861 41.160177,-8.606430 41.164236,-8.606403 41.165964,-8.606448 41.168502,-8.604828 41.170680,-8.601615 41.171157,-8.597466 41.171427,-8.595630 41.171364,-8.594244 41.174208,-8.593227 41.177997,-8.593056 41.182308,-8.594343 41.186385,-8.594028 41.190327,-8.591292 41.194017,-8.588187 41.197527,-8.586324 41.199327,-8.587962 41.198418,-8.591634 41.197410,-8.595774 41.197302,-8.600796 41.198850,-8.606565 41.200209,-8.612523 41.201190,-8.618256 41.202900,-8.623341 41.205132,-8.628804 41.207139,-8.634582 41.206752,-8.640324 41.205060,-8.646102 41.203584,-8.650917 41.203962,-8.651511 41.208255,-8.653122 41.212719,-8.655876 41.216715,-8.659530 41.220522,-8.663085 41.224257,-8.666289 41.227380,-8.667864 41.230629,-8.666649 41.233707,-8.667855 41.236605,-8.669106 41.238774,-8.670492 41.238576,-8.670276 41.237577)
390;LINESTRING(-8.610741 41.145507,-8.610570 41.146065,-8.608941 41.146839,-8.609499 41.147532,-8.610714 41.147811,-8.610957 41.147829,-8.620830 41.147433,-8.623467 41.147973,-8.625123 41.148540,-8.625807 41.150061,-8.626185 41.152527,-8.626455 41.152635,-8.629092 41.152545,-8.632116 41.152734,-8.634312 41.152518,-8.636607 41.152626,-8.638713 41.153157,-8.637687 41.155389,-8.636211 41.158323,-8.636139 41.159214,-8.636139 41.159196,-8.636148 41.159169,-8.636175 41.159142,-8.636220 41.159088,-8.636247 41.159025,-8.636238 41.159025,-8.636211 41.159079,-8.636238 41.159070,-8.636301 41.159007,-8.636337 41.158971,-8.636319 41.158998,-8.636265 41.159043,-8.636283 41.159052,-8.636274 41.159088,-8.636193 41.159160,-8.636139 41.159196,-8.636130 41.159187,-8.636949 41.159313,-8.639586 41.159709,-8.640621 41.159871,-8.640630 41.159889,-8.640639 41.159862,-8.641512 41.160240,-8.640684 41.161284,-8.639415 41.162490,-8.638047 41.163336,-8.636580 41.164416,-8.639190 41.164839,-8.642376 41.167395,-8.646255 41.170581,-8.650233 41.173767,-8.654175 41.176962,-8.657829 41.179959,-8.661267 41.182758,-8.664795 41.185611,-8.668773 41.188419,-8.674074 41.189436,-8.678952 41.191479,-8.682723 41.195169,-8.686431 41.198778,-8.689959 41.202774,-8.690355 41.207607,-8.690463 41.212566,-8.690715 41.217309,-8.691894 41.221323,-8.694099 41.225319,-8.695143 41.229612,-8.693487 41.232321,-8.688834 41.232051,-8.683587 41.231655,-8.678547 41.229783,-8.673561 41.227362,-8.668755 41.225544,-8.668566 41.224446,-8.668602 41.227299,-8.667792 41.230710,-8.666640 41.233671,-8.667711 41.235867,-8.668008 41.237622,-8.669457 41.238900,-8.670510 41.238459,-8.670276 41.237595)
391;LINESTRING(-8.628849 41.160996,-8.628741 41.160915,-8.628633 41.160825,-8.628093 41.161509,-8.627625 41.162994,-8.627499 41.163444,-8.627166 41.164524,-8.627175 41.164506,-8.627166 41.164506,-8.627040 41.164947,-8.626428 41.166729,-8.625546 41.166981,-8.625267 41.167557,-8.625672 41.169483,-8.626221 41.171949,-8.627157 41.174172,-8.627994 41.176224,-8.628876 41.177934,-8.629344 41.178951,-8.630586 41.179509,-8.633232 41.179680,-8.635770 41.181102,-8.638047 41.182308,-8.638938 41.181831,-8.640162 41.181075,-8.640090 41.181120,-8.640081 41.181120)
392;LINESTRING(-8.649477 41.154228,-8.650233 41.153949,-8.650404 41.153805,-8.649648 41.153958,-8.646930 41.154201,-8.643636 41.154435,-8.640882 41.153643,-8.637354 41.152842,-8.633493 41.152581,-8.632530 41.152680,-8.631711 41.152617,-8.628831 41.152473,-8.626356 41.152563,-8.625924 41.151177,-8.625942 41.150835,-8.625609 41.149521,-8.625600 41.149026,-8.625591 41.148972,-8.624385 41.148261,-8.622459 41.147712,-8.620398 41.147127,-8.620164 41.146299,-8.618697 41.146245,-8.617473 41.145642,-8.616393 41.145138,-8.613990 41.146074,-8.612199 41.145984,-8.611776 41.146092,-8.611713 41.146101,-8.611083 41.147037,-8.610660 41.148585,-8.610210 41.150448,-8.610183 41.150754,-8.610003 41.151015,-8.609886 41.151024)
393;LINESTRING(-8.613333 41.166864,-8.613711 41.166801,-8.615097 41.167314,-8.615997 41.167701,-8.618058 41.167530,-8.619885 41.167638,-8.621820 41.167431,-8.623557 41.167467,-8.624772 41.167107,-8.625051 41.167125,-8.626842 41.166549,-8.629443 41.165658,-8.631783 41.164605,-8.634465 41.163705,-8.637003 41.164479,-8.640126 41.165523,-8.642952 41.167845,-8.645967 41.170338,-8.649306 41.173065,-8.652681 41.175828,-8.656677 41.179014,-8.659746 41.181516,-8.662914 41.184081,-8.666091 41.186673,-8.670474 41.188977,-8.675658 41.189706,-8.679870 41.192415,-8.683488 41.195970,-8.686521 41.199012,-8.688609 41.201577,-8.687142 41.203566,-8.687115 41.204862,-8.686206 41.206446,-8.686476 41.206734,-8.686476 41.206716,-8.686908 41.206059,-8.687412 41.204943)
394;LINESTRING(-8.694846 41.186916,-8.695503 41.186457,-8.695980 41.185575,-8.694738 41.184315,-8.693379 41.182875,-8.691813 41.181264,-8.690571 41.179887,-8.690256 41.178600,-8.690283 41.178591,-8.690211 41.178168,-8.689959 41.176233,-8.689563 41.174379,-8.689059 41.173137,-8.687763 41.173317,-8.685414 41.173488,-8.684811 41.173533,-8.682561 41.172894,-8.680455 41.171895,-8.679663 41.171238,-8.679519 41.171283,-8.679501 41.171319,-8.679492 41.171310,-8.679492 41.171328,-8.679438 41.171319,-8.679384 41.171364,-8.678853 41.171418,-8.676702 41.171688,-8.674641 41.172462,-8.672535 41.173992,-8.670600 41.175792,-8.667918 41.177178,-8.665821 41.179230,-8.663247 41.178141,-8.662878 41.177673,-8.660961 41.176854,-8.658108 41.177268,-8.655822 41.177763,-8.653734 41.178474,-8.651403 41.179581,-8.649324 41.180769,-8.649288 41.180805,-8.649324 41.180805,-8.648289 41.181399,-8.646444 41.182452,-8.646066 41.182488,-8.645490 41.181192,-8.646084 41.179698,-8.646543 41.178249,-8.645337 41.176305,-8.643105 41.174262,-8.640900 41.172795,-8.639748 41.172975,-8.638146 41.173155,-8.637813 41.172552,-8.638344 41.172129,-8.638380 41.172147,-8.638398 41.172138,-8.638398 41.172129,-8.638389 41.172147,-8.638434 41.172111)
395;LINESTRING(-8.670006 41.237100,-8.669727 41.235696,-8.668728 41.235642,-8.669511 41.237649,-8.669898 41.238945,-8.669601 41.239494,-8.669025 41.238891,-8.668215 41.238648,-8.668224 41.238657)
396;LINESTRING(-8.569971 41.160735,-8.570007 41.160771,-8.570853 41.160078,-8.571834 41.159556,-8.573571 41.160519,-8.574165 41.161293,-8.575029 41.162625,-8.576298 41.164398,-8.577261 41.165748,-8.578530 41.165091,-8.579601 41.164209,-8.581545 41.164596,-8.583039 41.166036,-8.585991 41.166792,-8.588997 41.168259,-8.591841 41.170005,-8.594613 41.171706,-8.598303 41.171544,-8.602182 41.171382,-8.606214 41.172138,-8.609418 41.174064,-8.613171 41.174595,-8.616465 41.174127,-8.619759 41.173785,-8.622999 41.173506,-8.622873 41.174280,-8.622414 41.172255,-8.623503 41.170626,-8.622954 41.169564,-8.623341 41.169150,-8.624907 41.168619,-8.624970 41.168592,-8.624997 41.168574,-8.625024 41.168565,-8.625330 41.168484,-8.625258 41.167395,-8.625483 41.166990,-8.625996 41.166963,-8.626014 41.166954,-8.626221 41.166963,-8.627337 41.167008,-8.628615 41.167521,-8.629749 41.168025)
397;LINESTRING(-8.568369 41.151600,-8.568783 41.152212,-8.569377 41.153274,-8.568099 41.153544,-8.567937 41.154669,-8.568819 41.155677,-8.570925 41.156091,-8.572059 41.157648,-8.571645 41.159403,-8.573697 41.160726,-8.575353 41.163084,-8.576622 41.165073,-8.577684 41.165838,-8.578782 41.165739,-8.579709 41.165595,-8.581203 41.165910,-8.582463 41.165343,-8.584524 41.164650,-8.587008 41.165532,-8.589150 41.166054,-8.590896 41.166459,-8.592048 41.166495,-8.592435 41.166081,-8.592462 41.166054,-8.592471 41.166045)
398;LINESTRING(-8.608203 41.183262,-8.608248 41.183352,-8.608149 41.183883,-8.608266 41.183478,-8.608050 41.182929,-8.609103 41.182227,-8.609436 41.182902,-8.609103 41.184540,-8.606430 41.184405,-8.604009 41.183811,-8.603946 41.183811,-8.603946 41.183820,-8.602758 41.183451,-8.601030 41.183028,-8.600463 41.182857,-8.600481 41.182866,-8.600490 41.182866)
399;LINESTRING(-8.593821 41.139999,-8.593947 41.139981,-8.595873 41.140215,-8.598564 41.141439,-8.601435 41.142078,-8.604360 41.141781,-8.607465 41.141331,-8.610138 41.140935,-8.613441 41.141475,-8.614557 41.141286,-8.614278 41.142393,-8.612982 41.143689,-8.611164 41.144994,-8.610624 41.144184,-8.609976 41.143194,-8.608473 41.143095,-8.608338 41.143032,-8.608356 41.143023,-8.608086 41.142879,-8.605818 41.142492,-8.604999 41.143851,-8.605044 41.143923,-8.605818 41.144400,-8.607141 41.145030,-8.607087 41.145993,-8.606871 41.146947,-8.606772 41.147127,-8.606385 41.148171,-8.606376 41.148261,-8.606358 41.148252,-8.606340 41.148243,-8.606232 41.148531)
400;LINESTRING(-8.619255 41.141988,-8.619084 41.141871,-8.619327 41.142033,-8.620146 41.142438,-8.622171 41.143860,-8.625222 41.144787,-8.626617 41.144796,-8.628570 41.144733,-8.631099 41.145858,-8.632791 41.147145,-8.631306 41.148846,-8.629488 41.150916,-8.629146 41.151150,-8.629119 41.151078,-8.628939 41.151465,-8.628741 41.152329,-8.628732 41.152383,-8.630505 41.152635,-8.633304 41.152653,-8.636364 41.152563,-8.638740 41.153292,-8.637705 41.155326,-8.636409 41.157900,-8.636346 41.159223,-8.639748 41.159763,-8.643456 41.160411,-8.647128 41.160996,-8.649945 41.161545,-8.650944 41.161680,-8.650809 41.163111,-8.650206 41.165190,-8.649846 41.166126,-8.649684 41.166711,-8.649549 41.167089,-8.649540 41.167098,-8.649477 41.167269,-8.649315 41.167314)
401;LINESTRING(-8.595252 41.153967,-8.595432 41.154489,-8.595432 41.154525,-8.595792 41.154471,-8.596809 41.152671,-8.598051 41.150520,-8.599878 41.149350,-8.600616 41.148909,-8.600643 41.148792,-8.600643 41.148783,-8.601444 41.148819,-8.601930 41.148936,-8.602146 41.148990,-8.604234 41.149404,-8.606421 41.149863,-8.607042 41.150016,-8.607834 41.148900,-8.608671 41.147550,-8.609949 41.147622,-8.610795 41.147793,-8.610804 41.147802,-8.610912 41.147793,-8.611506 41.146929,-8.611038 41.145966,-8.611254 41.145129,-8.612757 41.144373,-8.614440 41.143464,-8.615277 41.142636,-8.615277 41.140980,-8.614152 41.141115)
402;LINESTRING(-8.597925 41.174685,-8.597790 41.174559,-8.596710 41.173092,-8.597367 41.172318,-8.598042 41.172066,-8.598096 41.172057,-8.597520 41.170752,-8.597259 41.169825,-8.596215 41.169600,-8.596530 41.168700,-8.596701 41.167656,-8.595855 41.167656,-8.595729 41.167710,-8.595720 41.167746,-8.595720 41.167764,-8.595693 41.167755,-8.595675 41.167764)
403;LINESTRING(-8.576019 41.160339,-8.576019 41.160357,-8.576136 41.160447,-8.576550 41.161212,-8.577279 41.160951,-8.578944 41.160114,-8.581095 41.159394,-8.582463 41.158755,-8.582607 41.159781,-8.581968 41.161716,-8.582760 41.163336,-8.581338 41.163273,-8.581887 41.164794,-8.583795 41.166531,-8.587332 41.167287,-8.590914 41.169402,-8.594289 41.171616,-8.598222 41.171625,-8.601705 41.171481,-8.604126 41.172264,-8.605692 41.173290,-8.605728 41.173515,-8.604198 41.173686,-8.601849 41.173758,-8.600121 41.174316,-8.599779 41.174757,-8.600013 41.176467,-8.599095 41.178312,-8.600895 41.179050,-8.603091 41.179707,-8.603406 41.179851,-8.603406 41.179833,-8.603406 41.179824,-8.603406 41.179833,-8.603406 41.179842,-8.603415 41.179842,-8.603433 41.179842,-8.603433 41.179851,-8.603460 41.179869,-8.603217 41.179914,-8.602227 41.179698)
404;LINESTRING(-8.609454 41.167242,-8.609202 41.166783,-8.609004 41.165712,-8.608482 41.164974,-8.608491 41.164695,-8.608491 41.164704,-8.608554 41.163984,-8.609085 41.162688,-8.609121 41.162670,-8.609364 41.162103,-8.609031 41.161302,-8.607663 41.161050,-8.607699 41.161005,-8.606628 41.160861,-8.604747 41.160402,-8.604252 41.160690,-8.604387 41.160825,-8.604405 41.160870,-8.604351 41.160636,-8.604369 41.160627,-8.604414 41.160645,-8.604432 41.160645,-8.604423 41.160636,-8.604351 41.160591,-8.604342 41.160636,-8.604351 41.160645,-8.604342 41.160645,-8.604351 41.160654,-8.604351 41.160663,-8.604333 41.160654,-8.604270 41.160618,-8.604261 41.160600,-8.604288 41.160609,-8.604342 41.160627,-8.604369 41.160645,-8.604360 41.160618,-8.604405 41.160645,-8.604360 41.160618,-8.604360 41.160609,-8.604387 41.160618,-8.604351 41.160618,-8.604333 41.160627,-8.603937 41.161284,-8.605269 41.161968,-8.608365 41.162328,-8.611722 41.162733,-8.614584 41.163147,-8.616816 41.163399,-8.620146 41.163831,-8.623836 41.164281,-8.625078 41.164416,-8.628003 41.164785,-8.631216 41.164902,-8.632548 41.164236,-8.635050 41.163822,-8.637507 41.164542,-8.640135 41.165514,-8.642691 41.167656,-8.645724 41.170149,-8.648829 41.172687,-8.652492 41.175657,-8.655912 41.178447,-8.659035 41.180985,-8.662113 41.183505,-8.665236 41.186061,-8.667018 41.188788,-8.666361 41.191659,-8.664831 41.195529,-8.660448 41.198787,-8.655345 41.201811,-8.651043 41.201604,-8.650341 41.203017,-8.651628 41.206671,-8.652546 41.211549,-8.655525 41.216319,-8.660106 41.221098,-8.663733 41.224968,-8.667342 41.228064,-8.667315 41.231691,-8.666730 41.233995,-8.667810 41.236272,-8.668395 41.238405,-8.670123 41.239053,-8.670276 41.237829,-8.670123 41.237082,-8.670114 41.237082,-8.670114 41.237073,-8.670060 41.237082,-8.670015 41.237100,-8.669979 41.237100,-8.669988 41.237127,-8.670006 41.237082)
405;LINESTRING(-8.569764 41.166054,-8.569503 41.166144,-8.568099 41.166306,-8.566569 41.166522,-8.567325 41.167242,-8.569143 41.167638,-8.570574 41.168592,-8.569791 41.168844,-8.572158 41.168916,-8.573076 41.169078,-8.574669 41.167935,-8.576919 41.166540,-8.579088 41.164578,-8.581374 41.164560,-8.582589 41.165721,-8.584524 41.166747,-8.587548 41.167476,-8.590896 41.169429,-8.594037 41.171472,-8.597691 41.171706,-8.602002 41.171373,-8.606718 41.172471,-8.610678 41.174397,-8.615223 41.174316,-8.620209 41.173713,-8.624934 41.173209,-8.630343 41.172390,-8.635932 41.171148,-8.640225 41.168709,-8.644185 41.165973,-8.648289 41.163993,-8.649387 41.161068,-8.649828 41.159799,-8.650215 41.161275,-8.650206 41.161275,-8.650188 41.161257,-8.650197 41.161248,-8.648946 41.161158,-8.646084 41.160663,-8.644311 41.160357,-8.643645 41.160240,-8.641899 41.159988,-8.641521 41.160015,-8.641107 41.160438,-8.640855 41.160402,-8.640846 41.160627,-8.640864 41.160888)
406;LINESTRING(-8.602848 41.147937,-8.602884 41.147928,-8.602893 41.147964,-8.602965 41.148378,-8.603514 41.149242,-8.605593 41.149809,-8.606736 41.150025,-8.607114 41.150106,-8.607915 41.148675,-8.608680 41.147514,-8.608869 41.147433,-8.610408 41.147712,-8.611155 41.147838,-8.612190 41.147991,-8.613486 41.148243,-8.613828 41.148315,-8.613855 41.148369)
407;LINESTRING(-8.639856 41.159880,-8.639838 41.159853,-8.641062 41.159997,-8.643996 41.160483,-8.647047 41.160960,-8.649738 41.161446,-8.649765 41.162499,-8.649117 41.164092,-8.648343 41.164056,-8.649369 41.162391,-8.648253 41.159403,-8.645904 41.156334,-8.644491 41.153220,-8.641638 41.150907,-8.640567 41.148090,-8.639883 41.145246,-8.640090 41.143293,-8.642097 41.144067,-8.640576 41.145219,-8.638317 41.145696,-8.636904 41.145219,-8.635473 41.144544,-8.634339 41.144094,-8.632134 41.143338,-8.629641 41.142807,-8.627778 41.142456,-8.626077 41.142339,-8.624295 41.141727,-8.622846 41.140764,-8.621730 41.139531,-8.620875 41.138343,-8.619894 41.137452,-8.619633 41.137506)
408;LINESTRING(-8.591256 41.162742,-8.591049 41.162508,-8.591985 41.161356,-8.593497 41.160627,-8.595846 41.160861,-8.597943 41.161086,-8.600004 41.161329,-8.601336 41.161473,-8.603415 41.161743,-8.604648 41.161878,-8.606781 41.162193,-8.609031 41.162508,-8.610606 41.162643,-8.612118 41.162841,-8.613756 41.163075,-8.615754 41.163345,-8.618877 41.163714,-8.620461 41.163912,-8.620443 41.163903,-8.620425 41.163903,-8.620632 41.163939,-8.623098 41.164272,-8.624655 41.164443,-8.624664 41.164434,-8.624709 41.164380,-8.625132 41.164578,-8.627778 41.164821,-8.630604 41.165109,-8.631648 41.164722,-8.631684 41.164704,-8.633169 41.163957,-8.635320 41.162859,-8.636922 41.162085,-8.637426 41.161554,-8.637759 41.160474,-8.638083 41.159727,-8.638155 41.159664,-8.638308 41.159430,-8.639820 41.159718,-8.640612 41.159916,-8.640792 41.160042,-8.640693 41.160087,-8.640630 41.160096)
409;LINESTRING(-8.624322 41.179500,-8.624160 41.179527,-8.624223 41.179464,-8.624151 41.179482,-8.623674 41.178987,-8.624214 41.178060,-8.624709 41.177295,-8.625618 41.176863,-8.626914 41.176269,-8.627616 41.175954,-8.627670 41.175909,-8.628336 41.176647,-8.628894 41.177754,-8.629533 41.179302,-8.631153 41.179374,-8.633547 41.179734,-8.636076 41.181138,-8.638947 41.182812,-8.641683 41.184270,-8.644185 41.183757,-8.645607 41.183082,-8.646075 41.182848,-8.647866 41.181867,-8.648757 41.181381,-8.650359 41.180454,-8.651862 41.179581,-8.651916 41.179536,-8.652033 41.179455,-8.653464 41.178753,-8.654580 41.178384,-8.654706 41.178357,-8.654931 41.178294,-8.655183 41.178330,-8.656623 41.179086,-8.659080 41.180949,-8.662149 41.183442,-8.665650 41.186295,-8.669664 41.188707,-8.674443 41.189463,-8.678682 41.191218,-8.681877 41.194359,-8.685090 41.197590,-8.687583 41.200092,-8.688249 41.202027,-8.687286 41.203827,-8.688573 41.205699,-8.689446 41.207364,-8.689275 41.208327,-8.688645 41.208444,-8.688591 41.208444,-8.688564 41.208435,-8.688546 41.208435,-8.688546 41.208426,-8.688537 41.208426,-8.688528 41.208444)
410;LINESTRING(-8.606520 41.144526,-8.606601 41.144598,-8.607213 41.144463,-8.608077 41.143176,-8.608185 41.143113,-8.608104 41.143158,-8.608041 41.143194,-8.607915 41.142807,-8.605611 41.142663,-8.605071 41.143698,-8.604405 41.145084,-8.603487 41.145462,-8.602326 41.145579,-8.600607 41.145759,-8.600418 41.146497,-8.599788 41.147388,-8.598942 41.148054,-8.598780 41.148189,-8.598780 41.148216,-8.598411 41.148351,-8.598789 41.149008,-8.598114 41.150106,-8.597151 41.151915,-8.596863 41.152455,-8.596098 41.153796,-8.595018 41.155713,-8.593938 41.157558,-8.592687 41.159700,-8.591616 41.161437,-8.590284 41.163048,-8.589582 41.163354,-8.588844 41.162958,-8.588871 41.162967,-8.588871 41.162976,-8.588880 41.162976,-8.588880 41.162967)
411;LINESTRING(-8.642124 41.164938,-8.641935 41.164938,-8.641206 41.164794,-8.639460 41.164614,-8.639910 41.165541,-8.640468 41.167134,-8.639154 41.169195,-8.635896 41.171022,-8.631603 41.172030,-8.626752 41.172966,-8.621604 41.173470,-8.616294 41.174001,-8.611785 41.174370,-8.608077 41.173254,-8.606196 41.171706,-8.606106 41.171625,-8.606079 41.171607,-8.604927 41.170995,-8.604162 41.172282,-8.605701 41.173380,-8.604639 41.173677,-8.603757 41.173938,-8.635626 41.171265,-8.639424 41.169294,-8.603748 41.174046,-8.603811 41.174082,-8.604306 41.173677,-8.605557 41.173731,-8.605575 41.173767,-8.605575 41.173776,-8.605566 41.173785,-8.605575 41.173749,-8.605368 41.172633,-8.606115 41.171040,-8.607420 41.170113,-8.608608 41.169330,-8.609607 41.168502,-8.610507 41.167800,-8.611416 41.167134,-8.611560 41.167143,-8.611632 41.166576,-8.612982 41.166594)
412;LINESTRING(-8.606934 41.145633,-8.606790 41.145732,-8.606835 41.145804,-8.606880 41.145840,-8.606889 41.145822,-8.606898 41.145822,-8.606871 41.145768,-8.607150 41.145570,-8.607114 41.146191,-8.606943 41.146929,-8.606871 41.146902,-8.606799 41.146884,-8.608185 41.147334,-8.608563 41.147433,-8.610120 41.147739,-8.610786 41.147811,-8.612766 41.148216,-8.621901 41.147613,-8.624466 41.148360,-8.625060 41.148603,-8.625438 41.148801,-8.625861 41.151087,-8.626293 41.153184,-8.626671 41.154354,-8.626662 41.154363,-8.627382 41.155605,-8.628354 41.156865,-8.628345 41.156865,-8.628309 41.157189,-8.627922 41.157765,-8.628624 41.158791,-8.628543 41.159898,-8.628264 41.160717,-8.627679 41.162580,-8.627472 41.163390,-8.627490 41.163372,-8.627436 41.163543,-8.627148 41.164551,-8.627175 41.164551,-8.627175 41.164542,-8.628390 41.164875,-8.631288 41.164866,-8.632323 41.164362,-8.634744 41.163804,-8.637984 41.164668,-8.641170 41.166378,-8.644716 41.169312,-8.648316 41.172309,-8.652015 41.175261,-8.655795 41.178339,-8.659503 41.181336,-8.663328 41.184468,-8.666424 41.187096,-8.667513 41.189886,-8.665893 41.193234,-8.663220 41.196780,-8.659224 41.199678,-8.654706 41.201946,-8.650890 41.201523,-8.650431 41.203206,-8.651574 41.206716,-8.652177 41.210712,-8.654004 41.214573,-8.656866 41.217732,-8.659818 41.220828,-8.662662 41.223798,-8.665416 41.226741,-8.668062 41.229360,-8.666892 41.232546,-8.667495 41.235237,-8.668098 41.237919,-8.669313 41.238882,-8.670519 41.238558,-8.670249 41.237568,-8.670123 41.236902,-8.670096 41.236578,-8.670060 41.236560,-8.670051 41.236551)
